route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct
DCA-FLL,DCA,FLL,899.0,2307,3,67.88,15.97,73.0,2.254
DCA-MCO,DCA,MCO,759.0,4579,5,74.89,13.14,64.0,2.49
DCA-MDW,DCA,MDW,601.0,2099,1,77.19,8.57,45.0,2.668
DEN-CMH,DEN,CMH,1154.0,1769,3,73.9,10.03,48.0,0.735
DEN-CVG,DEN,CVG,1069.0,1502,4,78.78,4.96,40.0,0.866
DEN-HOU,DEN,HOU,883.0,2361,1,74.9,6.33,45.4,0.381
DEN-MDW,DEN,MDW,895.0,2225,2,74.67,9.53,47.0,1.618
DEN-MEM,DEN,MEM,872.0,1364,4,76.85,8.66,45.0,0.806
DEN-OAK,DEN,OAK,957.0,1605,1,66.02,14.08,55.6,0.623
DEN-ORD,DEN,ORD,888.0,6131,5,72.14,17.68,63.0,1.125
DEN-PHX,DEN,PHX,602.0,8973,6,76.04,9.48,48.0,0.78
DEN-SDF,DEN,SDF,1024.0,1096,2,78.03,7.67,42.3,0.73
DEN-TPA,DEN,TPA,1506.0,3087,3,77.83,6.79,43.0,0.389
DTW-STL,DTW,STL,440.0,1894,4,76.96,6.54,46.5,1.056
ECP-STL,ECP,STL,634.0,315,1,77.14,6.13,43.6,0.0
ELP-AUS,ELP,AUS,528.0,1036,1,80.68,5.34,34.0,0.386
ELP-SAN,ELP,SAN,636.0,361,1,79.55,4.74,37.4,0.554
FLL-HOU,FLL,HOU,957.0,811,1,70.79,9.78,50.0,0.863
FLL-MCI,FLL,MCI,1242.0,551,2,74.54,7.36,42.0,1.452
FLL-MDW,FLL,MDW,1167.0,1124,1,71.01,12.25,52.0,1.335
FLL-TPA,FLL,TPA,197.0,1423,3,73.28,12.48,69.9,2.038
GRR-BWI,GRR,BWI,528.0,440,1,80.97,3.48,30.0,0.909
HNL-SMF,HNL,SMF,2462.0,730,3,77.66,11.88,41.0,0.274
HOU-BNA,HOU,BNA,670.0,1826,1,77.61,6.97,36.0,0.602
HOU-BWI,HOU,BWI,1246.0,1479,1,74.54,8.28,41.0,1.42
HOU-IND,HOU,IND,861.0,492,1,73.62,9.31,43.2,0.61
HOU-LGA,HOU,LGA,1428.0,1358,1,63.98,20.12,77.9,2.577
HOU-MDW,HOU,MDW,937.0,1840,1,71.9,11.65,47.0,1.141
HOU-OMA,HOU,OMA,804.0,379,1,88.1,-1.48,18.0,0.264
HOU-PNS,HOU,PNS,488.0,349,1,71.55,11.27,41.3,0.0
HOU-RDU,HOU,RDU,1050.0,354,1,71.02,10.78,42.8,0.565
HOU-SAT,HOU,SAT,192.0,1330,1,78.09,5.31,37.0,0.075
ICT-STL,ICT,STL,392.0,403,1,90.98,-7.83,13.0,0.993
IND-BNA,IND,BNA,249.0,525,1,80.08,5.8,33.0,0.381
IND-HOU,IND,HOU,861.0,493,1,86.09,-3.48,20.2,0.406
IND-MCI,IND,MCI,451.0,350,1,86.49,1.8,18.3,0.571
IND-TPA,IND,TPA,837.0,948,3,77.85,6.97,42.2,0.738
ITO-HNL,ITO,HNL,216.0,6290,3,83.42,4.07,24.0,1.049
JAX-BWI,JAX,BWI,663.0,1385,1,80.79,4.59,31.0,1.083
KOA-LAS,KOA,LAS,2718.0,365,1,95.33,-18.81,-0.3,0.274
LAS-AMA,LAS,AMA,759.0,364,1,88.33,-3.97,16.0,1.099
LAS-AUS,LAS,AUS,1090.0,2877,5,73.82,9.94,48.0,0.452
LAS-BUF,LAS,BUF,1986.0,302,1,71.57,8.37,43.0,0.662
LAS-CLE,LAS,CLE,1824.0,993,4,74.01,6.21,41.0,1.208
LAS-CMH,LAS,CMH,1771.0,896,2,74.41,8.88,44.8,0.781
LAS-DEN,LAS,DEN,628.0,7102,3,77.04,6.59,49.0,0.774
LAS-ICT,LAS,ICT,986.0,473,2,73.4,6.26,37.0,0.211
LAS-LIH,LAS,LIH,2817.0,365,1,85.6,-6.75,21.0,0.0
LAS-OKC,LAS,OKC,986.0,1226,3,76.34,6.78,38.0,0.816
LAS-OMA,LAS,OMA,1099.0,1127,2,77.27,6.28,39.9,0.266
LAS-ONT,LAS,ONT,197.0,2476,2,75.82,6.24,45.0,0.727
LAS-PSP,LAS,PSP,173.0,744,1,72.86,8.96,43.0,0.941
LAS-RDU,LAS,RDU,2026.0,611,3,81.43,1.68,29.0,1.146
LAS-SBA,LAS,SBA,289.0,885,1,77.92,3.51,34.7,1.017
LAS-SDF,LAS,SDF,1624.0,399,3,70.13,11.83,60.6,1.003
LAS-SEA,LAS,SEA,867.0,5619,6,82.38,1.47,31.0,0.925
LAX-BWI,LAX,BWI,2329.0,1687,3,81.94,-0.48,28.0,0.889
LAX-MCI,LAX,MCI,1363.0,1323,4,82.68,1.68,31.0,0.605
LBB-AUS,LBB,AUS,341.0,326,1,94.41,-8.69,1.8,0.613
LGA-ATL,LGA,ATL,762.0,8411,6,76.46,8.2,56.0,4.102
LGA-DAL,LGA,DAL,1381.0,1537,1,73.15,10.19,56.0,3.643
LGA-DEN,LGA,DEN,1620.0,4667,4,71.42,11.72,58.5,3.043
LGA-MCI,LGA,MCI,1107.0,1822,4,68.96,15.09,78.0,4.665
LGA-MSY,LGA,MSY,1183.0,1420,5,71.91,12.58,66.0,4.085
LGB-AUS,LGB,AUS,1226.0,428,1,81.5,4.51,26.4,0.0
LGB-DAL,LGB,DAL,1232.0,509,1,84.77,2.12,25.0,0.786
LGB-HOU,LGB,HOU,1374.0,461,1,78.34,3.53,31.4,0.217
LGB-PHX,LGB,PHX,355.0,1519,1,81.02,4.22,33.9,0.329
LIH-LAS,LIH,LAS,2817.0,365,1,97.78,-18.86,-2.0,0.274
MCI-FLL,MCI,FLL,1242.0,551,2,74.16,7.95,40.3,1.996
MCI-HOU,MCI,HOU,666.0,1001,1,82.77,-0.32,32.0,0.3
MCI-MCO,MCI,MCO,1072.0,1554,3,78.13,7.21,41.0,1.094
MCI-MKE,MCI,MKE,436.0,349,1,75.22,8.09,37.2,0.573
MCI-TPA,MCI,TPA,1048.0,672,2,77.84,5.99,38.3,0.298
MCO-AUS,MCO,AUS,994.0,2833,4,76.92,7.67,48.0,1.13
MCO-BNA,MCO,BNA,616.0,3506,4,73.66,10.7,50.0,1.825
MCO-CMH,MCO,CMH,802.0,2150,4,72.21,10.89,54.5,1.488
MCO-MCI,MCO,MCI,1072.0,1558,3,71.93,11.72,52.0,1.54
MCO-MDW,MCO,MDW,990.0,2760,2,70.31,14.23,53.0,1.775
MCO-MHT,MCO,MHT,1142.0,837,2,78.34,6.18,40.0,0.597
MCO-ORD,MCO,ORD,1005.0,6276,5,71.08,15.93,65.0,1.832
MCO-PHL,MCO,PHL,862.0,5330,4,71.99,17.1,72.0,2.326
MCO-RIC,MCO,RIC,667.0,1187,4,68.04,17.41,70.0,2.106
MCO-STL,MCO,STL,882.0,2497,3,76.43,8.64,51.0,0.721
MDW-BHM,MDW,BHM,570.0,458,1,77.04,5.15,37.0,1.092
MDW-BNA,MDW,BNA,395.0,1869,1,79.59,5.34,39.0,1.445
MDW-BUR,MDW,BUR,1740.0,322,1,80.31,3.44,34.2,0.621
MDW-CHS,MDW,CHS,745.0,367,1,74.31,9.13,44.9,1.362
MDW-CLT,MDW,CLT,584.0,719,1,74.19,8.65,44.0,1.391
MDW-JAX,MDW,JAX,848.0,416,1,72.82,9.08,45.6,0.962
MDW-MCI,MDW,MCI,404.0,2102,1,78.71,6.1,37.0,1.38
MDW-MCO,MDW,MCO,990.0,2756,2,75.98,8.26,44.0,1.488
MDW-MEM,MDW,MEM,480.0,670,1,79.94,4.98,44.0,1.493
MDW-MHT,MDW,MHT,838.0,522,1,74.03,10.71,43.5,0.958
MDW-MSY,MDW,MSY,825.0,1013,1,75.65,5.34,44.3,1.481
MDW-PDX,MDW,PDX,1751.0,683,1,61.63,17.86,59.0,1.025
MDW-PHL,MDW,PHL,668.0,1522,2,76.24,9.43,41.0,1.708
MDW-RDU,MDW,RDU,632.0,960,1,80.83,5.51,32.2,2.083
MDW-SAN,MDW,SAN,1728.0,1092,1,72.23,8.48,42.8,1.374
MEM-HOU,MEM,HOU,484.0,831,1,77.58,3.74,36.0,0.722
MEM-LAS,MEM,LAS,1416.0,584,4,81.41,2.59,33.0,0.514
MEM-PHX,MEM,PHX,1264.0,486,6,86.25,2.3,22.0,1.029
MHT-MCO,MHT,MCO,1142.0,837,2,78.59,5.32,43.9,0.956
MIA-DAL,MIA,DAL,1109.0,419,1,69.42,11.22,52.9,0.716
MIA-DEN,MIA,DEN,1709.0,2469,4,76.66,6.52,45.9,0.486
MIA-MCI,MIA,MCI,1251.0,844,4,72.65,9.23,53.1,1.303
MIA-STL,MIA,STL,1068.0,1167,4,73.96,8.46,59.0,0.686
MKE-RSW,MKE,RSW,1183.0,379,1,79.95,4.66,43.0,0.792
MKE-TPA,MKE,TPA,1075.0,471,2,82.07,2.13,30.8,1.486
MSY-ATL,MSY,ATL,425.0,4028,5,82.46,4.22,34.0,1.539
MSY-DCA,MSY,DCA,969.0,1948,4,70.53,18.81,73.0,2.977
MSY-STL,MSY,STL,604.0,732,1,81.84,2.07,32.8,0.41
MYR-MDW,MYR,MDW,738.0,332,1,84.97,0.84,25.0,1.807
OAK-DEN,OAK,DEN,957.0,1602,1,72.37,9.97,43.2,0.312
OAK-HNL,OAK,HNL,2409.0,729,3,79.67,4.36,32.0,0.823
OAK-HOU,OAK,HOU,1642.0,376,1,77.03,6.65,30.0,0.532
OAK-LIH,OAK,LIH,2456.0,659,3,82.21,2.88,29.0,0.759
OAK-PSP,OAK,PSP,418.0,472,2,76.02,5.4,36.4,0.847
OGG-HNL,OGG,HNL,101.0,10075,3,84.62,3.25,23.0,1.042
OGG-OAK,OGG,OAK,2348.0,722,3,85.79,-0.34,21.0,0.416
OKC-AUS,OKC,AUS,358.0,318,1,82.33,3.22,28.4,0.314
OKC-BNA,OKC,BNA,616.0,527,1,79.35,6.98,31.8,0.569
OKC-LAS,OKC,LAS,986.0,1224,3,81.17,2.6,34.0,0.654
OMA-BNA,OMA,BNA,612.0,401,1,75.38,8.76,43.6,0.499
OMA-DCA,OMA,DCA,1012.0,645,2,80.32,2.97,38.0,1.55
OMA-HOU,OMA,HOU,804.0,378,1,79.79,1.26,35.5,0.529
ONT-HOU,ONT,HOU,1345.0,362,1,65.19,13.71,38.9,0.0
ONT-OAK,ONT,OAK,362.0,1471,1,86.48,-2.38,24.0,0.408
ORD-DAL,ORD,DAL,798.0,450,1,74.03,12.65,59.4,1.333
ORF-DEN,ORF,DEN,1553.0,636,2,75.12,8.55,44.0,0.786
ORF-MCO,ORF,MCO,655.0,801,3,76.74,9.37,52.0,2.622
ORF-MDW,ORF,MDW,704.0,577,1,75.94,8.77,40.0,1.733
PDX-OAK,PDX,OAK,543.0,1287,3,77.78,6.6,37.0,0.699
PHL-BNA,PHL,BNA,675.0,2846,6,75.06,10.07,56.0,2.53
PHL-MCO,PHL,MCO,862.0,5334,4,72.45,14.32,68.1,2.475
PHX-BWI,PHX,BWI,1999.0,1236,1,79.61,3.86,29.0,0.89
PHX-CLE,PHX,CLE,1737.0,989,3,72.52,11.77,53.0,0.708
PHX-CMH,PHX,CMH,1670.0,1147,2,71.44,12.55,58.0,0.959
PHX-DEN,PHX,DEN,602.0,8944,6,77.31,8.93,46.0,0.648
PHX-HNL,PHX,HNL,2917.0,1317,4,80.21,3.12,31.0,0.152
PHX-OMA,PHX,OMA,1037.0,2005,5,76.77,7.23,41.0,0.449
PHX-RDU,PHX,RDU,1891.0,834,2,72.17,12.83,44.0,1.079
PHX-STL,PHX,STL,1262.0,2316,5,76.59,7.55,40.0,0.345
PIT-BNA,PIT,BNA,462.0,1099,2,82.58,1.48,30.0,0.728
PIT-DEN,PIT,DEN,1290.0,1659,3,81.83,2.53,36.5,0.723
PIT-MCO,PIT,MCO,834.0,2223,4,79.58,4.78,43.0,1.215
PNS-BNA,PNS,BNA,391.0,958,1,78.83,6.69,32.0,0.418
PVD-TPA,PVD,TPA,1136.0,467,2,80.87,3.8,36.1,0.857
RDU-BWI,RDU,BWI,256.0,1791,2,85.96,-0.5,23.0,2.233
RDU-DEN,RDU,DEN,1436.0,1745,3,81.34,4.07,36.0,0.86
RDU-MCO,RDU,MCO,534.0,2704,4,77.81,10.77,53.1,1.738
RDU-STL,RDU,STL,668.0,655,1,81.32,2.4,30.0,0.305
RIC-BWI,RIC,BWI,120.0,729,1,75.8,9.66,40.0,1.646
RNO-PHX,RNO,PHX,601.0,2444,5,85.34,3.87,26.0,0.614
SAN-MSY,SAN,MSY,1600.0,342,1,71.6,11.26,43.3,0.877
SAT-BNA,SAT,BNA,822.0,952,2,77.75,7.52,36.0,0.525
SAT-LAS,SAT,LAS,1069.0,2040,3,79.82,3.71,38.0,0.49
SAT-PHX,SAT,PHX,843.0,2509,4,81.63,5.45,36.0,0.438
SAT-TPA,SAT,TPA,972.0,374,2,78.28,5.74,34.0,0.267
SAV-DEN,SAV,DEN,1414.0,373,3,70.54,10.9,58.2,0.536
SAV-MDW,SAV,MDW,758.0,389,2,79.43,5.59,37.7,0.514
SDF-BWI,SDF,BWI,495.0,891,1,86.8,-0.13,23.0,1.908
SDF-LAS,SDF,LAS,1624.0,399,3,85.03,3.65,33.2,0.752
SDF-MCO,SDF,MCO,719.0,856,3,81.01,3.49,37.9,1.869
SEA-MDW,SEA,MDW,1733.0,678,1,81.4,0.34,29.9,0.442
SEA-STL,SEA,STL,1709.0,883,2,83.03,-2.2,27.0,0.34
SJC-OGG,SJC,OGG,2355.0,471,3,92.32,-4.29,10.0,0.212
SJC-SNA,SJC,SNA,342.0,2730,2,86.48,-1.87,24.0,0.806
SJU-BWI,SJU,BWI,1565.0,1162,3,79.31,7.2,32.0,2.496
SJU-MCO,SJU,MCO,1188.0,6073,4,77.95,10.77,46.0,1.136
SLC-LAS,SLC,LAS,368.0,3744,5,78.17,6.29,42.0,0.694
SMF-DAL,SMF,DAL,1442.0,660,1,73.93,8.72,37.9,0.606
SMF-GEG,SMF,GEG,649.0,607,1,77.43,5.94,37.0,0.0
SMF-KOA,SMF,KOA,2435.0,521,3,88.22,-4.77,17.3,0.192
SMF-OGG,SMF,OGG,2403.0,481,3,86.89,1.97,17.0,1.247
SMF-PHX,SMF,PHX,647.0,3630,4,81.22,5.43,34.0,0.551
SMF-SBA,SMF,SBA,310.0,366,1,89.47,-5.29,16.0,0.82
SMF-SLC,SMF,SLC,532.0,2160,3,87.43,-1.61,23.0,0.833
SNA-AUS,SNA,AUS,1209.0,352,1,78.41,8.03,35.0,0.0
STL-AUS,STL,AUS,721.0,972,1,75.9,6.22,39.0,0.412
STL-BOS,STL,BOS,1047.0,1611,3,69.66,14.54,65.0,1.676
STL-CLE,STL,CLE,487.0,698,1,82.23,5.58,29.9,0.287
STL-CLT,STL,CLT,575.0,1835,3,83.83,4.32,35.0,1.417
STL-LAS,STL,LAS,1371.0,2094,2,75.87,8.53,47.0,0.621
STL-MCI,STL,MCI,237.0,1020,1,75.61,7.78,40.4,0.294
STL-MCO,STL,MCO,882.0,2520,3,77.97,6.56,44.0,0.913
STL-SMF,STL,SMF,1679.0,331,1,79.46,5.37,29.0,0.0
STL-SRQ,STL,SRQ,903.0,349,1,72.67,11.61,43.0,0.573
TPA-BHM,TPA,BHM,459.0,425,1,79.72,4.76,32.7,0.235
TPA-FLL,TPA,FLL,197.0,1421,3,73.13,11.5,60.8,2.956
TPA-IND,TPA,IND,837.0,948,3,80.81,6.29,44.3,0.949
TUL-HOU,TUL,HOU,453.0,602,1,86.41,-0.85,26.0,0.831
TUS-LAS,TUS,LAS,364.0,1336,2,84.55,1.38,30.8,0.225
DTW-MCO,DTW,MCO,957.0,3645,4,75.54,10.93,53.0,0.988
FLL-BUF,FLL,BUF,1166.0,555,2,64.63,17.15,75.3,2.523
FLL-RDU,FLL,RDU,680.0,1353,5,67.42,18.6,70.1,2.069
GRR-MCO,GRR,MCO,1024.0,395,3,77.55,4.54,54.9,0.759
MCO-GRR,MCO,GRR,1024.0,396,3,80.41,3.72,37.8,0.505
PDX-BNA,PDX,BNA,1973.0,318,2,77.92,3.06,34.6,0.0
PDX-MCI,PDX,MCI,1482.0,347,2,82.32,2.07,26.0,0.288
RDU-FLL,RDU,FLL,680.0,1353,5,77.47,8.59,51.0,2.365
RSW-MCO,RSW,MCO,133.0,608,1,84.5,-0.08,27.1,1.151
SDF-BNA,SDF,BNA,151.0,505,1,78.8,6.07,33.1,0.99
SRQ-MCO,SRQ,MCO,104.0,607,1,87.71,-1.9,21.0,0.824
PBI-MCO,PBI,MCO,141.0,607,1,85.24,-2.1,29.0,0.659
BNA-SDF,BNA,SDF,151.0,506,1,71.23,12.94,55.7,0.395
SLC-MCO,SLC,MCO,1931.0,1506,4,82.82,1.76,29.7,0.73
SEA-ANC,SEA,ANC,1448.0,6657,3,76.22,5.35,38.0,0.796
ATL-SAN,ATL,SAN,1892.0,2379,2,79.28,2.44,32.0,0.588
DTW-SEA,DTW,SEA,1927.0,2064,2,73.25,7.73,43.0,0.727
JAX-JFK,JAX,JFK,829.0,1188,3,75.22,13.11,67.0,4.63
ATL-PBI,ATL,PBI,545.0,3791,2,75.8,8.28,43.0,1.504
CVG-SEA,CVG,SEA,1965.0,793,2,76.18,5.74,38.0,1.009
RDU-DTW,RDU,DTW,501.0,1499,3,87.88,-1.54,23.0,1.468
ORD-BOS,ORD,BOS,867.0,7755,6,67.84,18.32,82.0,3.017
JAN-ATL,JAN,ATL,340.0,1956,1,89.08,-4.78,17.0,1.585
ATL-BOS,ATL,BOS,946.0,4977,4,73.96,10.13,54.0,2.07
LGA-DTW,LGA,DTW,502.0,3935,3,78.48,7.16,56.0,4.879
ATL-JAX,ATL,JAX,269.0,4045,2,75.92,9.12,46.0,1.533
ATL-ABQ,ATL,ABQ,1269.0,997,1,84.4,-0.65,27.0,1.505
CHS-LGA,CHS,LGA,641.0,1471,2,75.85,16.34,71.0,5.71
JFK-TPA,JFK,TPA,1005.0,2301,3,76.9,6.1,56.3,3.564
DTW-AUS,DTW,AUS,1149.0,1320,2,80.63,0.76,33.0,1.439
ATL-PNS,ATL,PNS,272.0,2812,1,82.95,4.9,32.0,1.849
PNS-ATL,PNS,ATL,272.0,2812,1,88.88,-2.56,18.0,1.956
PWM-ATL,PWM,ATL,1027.0,642,1,81.46,7.48,32.0,1.09
BOS-DTW,BOS,DTW,632.0,2583,4,77.24,8.07,55.0,2.4
ORD-LGA,ORD,LGA,733.0,11611,6,67.36,19.65,84.0,5.064
RDU-BOS,RDU,BOS,612.0,2827,4,79.18,4.93,55.3,2.794
AUS-DTW,AUS,DTW,1149.0,1321,2,87.6,2.03,21.0,1.438
DTW-DFW,DTW,DFW,986.0,3493,5,75.32,8.69,58.0,2.348
FAI-SEA,FAI,SEA,1533.0,2290,2,82.12,1.94,26.0,1.004
SEA-FAI,SEA,FAI,1533.0,2291,2,78.16,3.24,33.0,0.786
JFK-DTW,JFK,DTW,509.0,1220,2,76.56,6.0,60.0,3.77
ATL-BHM,ATL,BHM,134.0,3334,1,83.68,2.95,34.0,1.77
ATL-MYR,ATL,MYR,317.0,1513,1,81.51,3.33,32.0,1.983
SDF-ATL,SDF,ATL,321.0,2717,1,89.81,-7.11,16.0,1.583
TPA-LGA,TPA,LGA,1010.0,2796,5,73.86,16.91,70.2,3.112
DTW-MCI,DTW,MCI,629.0,1343,4,81.3,3.03,43.5,1.191
AVL-ATL,AVL,ATL,164.0,2018,1,85.92,-2.2,29.0,1.437
ATL-PVD,ATL,PVD,903.0,1134,1,77.5,9.05,41.9,2.557
TPA-MSP,TPA,MSP,1306.0,1177,1,82.06,4.85,31.0,0.935
LGA-CMH,LGA,CMH,479.0,3047,3,77.91,6.77,56.0,4.628
IND-MSP,IND,MSP,503.0,1247,2,83.52,2.35,34.0,0.722
ATL-STT,ATL,STT,1599.0,719,1,76.3,7.27,31.2,1.113
ALB-ATL,ALB,ATL,853.0,1044,1,83.84,3.55,31.0,2.299
ATL-ALB,ATL,ALB,853.0,1044,1,78.73,9.7,43.0,2.203
SJU-DTW,SJU,DTW,1930.0,357,2,82.47,-0.67,34.0,1.681
MIA-JFK,MIA,JFK,1089.0,4530,3,71.87,14.1,66.0,2.826
DAB-ATL,DAB,ATL,366.0,1455,1,88.01,-0.56,21.5,1.856
ATL-CLT,ATL,CLT,226.0,4380,4,80.13,7.41,44.0,1.735
MYR-LGA,MYR,LGA,563.0,667,3,76.29,9.51,64.0,3.898
BOS-TPA,BOS,TPA,1185.0,2791,4,75.02,8.13,61.0,2.795
ATL-MEM,ATL,MEM,332.0,3421,3,81.38,5.21,39.0,1.842
MSP-BDL,MSP,BDL,1050.0,833,1,80.74,3.21,41.2,2.161
BOS-MCI,BOS,MCI,1256.0,646,3,78.31,3.19,47.4,2.322
DCA-DTW,DCA,DTW,405.0,2976,5,76.17,10.28,60.9,3.663
DTW-DCA,DTW,DCA,405.0,2975,5,68.73,16.63,66.2,3.866
MCO-JFK,MCO,JFK,944.0,4856,3,74.79,12.64,67.2,3.233
SLC-CLT,SLC,CLT,1727.0,922,2,84.3,-1.12,23.0,1.085
SLC-TPA,SLC,TPA,1888.0,368,2,85.56,-2.02,20.8,0.272
ATL-DSM,ATL,DSM,743.0,1251,1,84.74,0.71,29.0,2.398
SLC-MSY,SLC,MSY,1429.0,455,1,87.39,-3.85,18.0,0.44
MSP-LAX,MSP,LAX,1535.0,2133,1,82.0,0.49,31.0,0.938
MSP-CHS,MSP,CHS,1087.0,318,1,84.94,0.5,33.0,1.572
IAD-ATL,IAD,ATL,534.0,3989,4,78.68,8.0,52.0,2.131
ICT-ATL,ICT,ATL,782.0,1150,1,87.38,-6.25,22.0,1.391
LAX-BOS,LAX,BOS,2611.0,4761,4,77.5,8.8,53.0,1.701
SAN-MSP,SAN,MSP,1532.0,1303,1,88.71,-1.13,18.0,0.767
DCA-MSP,DCA,MSP,931.0,2600,5,75.77,12.54,59.0,2.923
MSP-DCA,MSP,DCA,931.0,2600,5,74.4,11.79,55.0,3.038
PHL-DTW,PHL,DTW,453.0,2953,7,80.15,7.28,53.0,3.319
SLC-MCI,SLC,MCI,920.0,1009,1,85.63,-1.49,30.0,0.991
ILM-ATL,ILM,ATL,377.0,1149,1,87.22,-4.42,24.6,1.044
CAE-ATL,CAE,ATL,192.0,1815,2,86.72,-0.81,28.0,1.598
ATL-GNV,ATL,GNV,300.0,1591,1,84.87,0.57,27.1,1.886
ATL-DAY,ATL,DAY,432.0,1402,1,85.21,-0.09,27.0,1.926
DAY-ATL,DAY,ATL,432.0,1402,1,89.35,-7.95,18.0,1.997
ATL-XNA,ATL,XNA,589.0,1098,2,78.66,15.66,53.0,1.913
XNA-ATL,XNA,ATL,589.0,1099,2,82.68,8.79,40.7,1.82
RIC-ATL,RIC,ATL,481.0,2674,2,88.51,-2.41,22.0,2.094
PIT-SLC,PIT,SLC,1660.0,363,1,74.86,1.92,32.0,1.102
SFO-ATL,SFO,ATL,2139.0,3349,3,80.37,4.6,39.0,0.866
SEA-MSY,SEA,MSY,2086.0,627,2,80.87,-0.52,28.0,0.319
MSP-SEA,MSP,SEA,1399.0,2685,2,81.36,2.56,30.0,0.968
CMH-SEA,CMH,SEA,2016.0,464,5,71.9,8.87,43.2,1.078
SEA-CMH,SEA,CMH,2016.0,464,5,80.43,-0.27,31.0,0.431
ATL-BTR,ATL,BTR,448.0,1080,2,83.38,1.33,33.8,1.944
ATL-FLL,ATL,FLL,581.0,7265,5,70.76,14.4,64.0,2.299
LGA-SRQ,LGA,SRQ,1047.0,547,2,81.32,1.53,46.4,5.667
OMA-ATL,OMA,ATL,821.0,1788,2,86.99,-2.26,21.0,1.622
DTW-MYR,DTW,MYR,636.0,394,3,86.34,-0.88,25.0,1.269
MYR-DTW,MYR,DTW,636.0,394,3,86.3,-1.34,26.0,1.523
ORD-ATL,ORD,ATL,606.0,6442,9,75.33,11.18,57.0,2.328
MSN-ATL,MSN,ATL,707.0,1029,1,90.22,-10.07,13.0,2.138
ATL-COS,ATL,COS,1184.0,589,1,79.97,4.77,39.0,1.528
COS-ATL,COS,ATL,1184.0,589,1,89.18,-4.49,19.4,1.868
FLL-DTW,FLL,DTW,1127.0,2704,4,72.93,13.38,67.0,2.034
MSP-MCO,MSP,MCO,1310.0,1941,3,75.35,11.73,56.4,1.443
MIA-ATL,MIA,ATL,594.0,6261,6,73.56,13.55,62.0,1.581
RSW-DTW,RSW,DTW,1084.0,1802,3,74.53,14.22,56.0,2.053
BOS-CVG,BOS,CVG,752.0,2000,3,80.45,2.11,40.0,2.95
JFK-AUS,JFK,AUS,1521.0,2191,2,81.81,2.06,41.5,3.104
FSD-ATL,FSD,ATL,954.0,365,1,86.87,1.44,20.0,0.822
DTW-TPA,DTW,TPA,983.0,2328,4,79.16,5.84,42.0,1.847
DFW-MSP,DFW,MSP,852.0,3293,5,73.3,14.05,63.1,2.308
SLC-IAH,SLC,IAH,1195.0,1949,3,85.53,1.74,25.0,0.77
CHS-BOS,CHS,BOS,818.0,1141,3,70.9,17.76,73.0,2.629
DTW-IAH,DTW,IAH,1075.0,2105,5,79.24,2.74,38.0,0.998
BOS-LGA,BOS,LGA,184.0,7342,2,77.22,8.07,63.0,5.789
SLC-CLE,SLC,CLE,1565.0,363,1,81.67,9.42,48.0,0.275
SEA-JNU,SEA,JNU,909.0,1588,2,79.21,2.83,36.0,1.134
DTW-PDX,DTW,PDX,1953.0,379,1,69.97,14.72,46.0,1.055
DTW-SAN,DTW,SAN,1956.0,1290,2,75.35,9.27,45.0,0.93
BOS-FLL,BOS,FLL,1237.0,3359,3,67.01,16.26,77.0,3.572
SLC-CMH,SLC,CMH,1528.0,363,1,79.44,9.79,48.1,0.551
SLC-DTW,SLC,DTW,1481.0,1552,2,88.64,-3.82,18.0,0.129
SLC-ORD,SLC,ORD,1250.0,3205,5,75.96,12.76,61.0,1.498
MEM-SLC,MEM,SLC,1262.0,365,1,89.47,2.84,17.0,1.096
DEN-JFK,DEN,JFK,1626.0,1560,3,82.37,1.99,39.8,3.141
MIA-LGA,MIA,LGA,1096.0,5990,5,67.72,18.79,78.0,3.94
BOS-DFW,BOS,DFW,1562.0,3706,4,77.03,6.36,60.8,3.211
CHA-ATL,CHA,ATL,106.0,1336,2,85.34,0.03,33.0,2.395
DFW-BOS,DFW,BOS,1562.0,3710,4,66.99,18.13,79.0,3.208
JAX-MSP,JAX,MSP,1173.0,347,1,79.36,4.53,38.1,0.865
LGA-PBI,LGA,PBI,1035.0,3208,4,70.35,13.84,71.0,4.271
JAX-BOS,JAX,BOS,1011.0,1613,3,74.6,12.08,64.6,2.294
BOS-SAN,BOS,SAN,2588.0,1849,4,76.74,1.96,43.0,1.622
MCO-SYR,MCO,SYR,1053.0,701,2,79.02,4.64,42.0,1.141
BOS-LAX,BOS,LAX,2611.0,4758,4,75.06,10.29,53.0,1.702
BOS-BUF,BOS,BUF,395.0,1295,3,75.48,6.85,61.0,3.012
MCO-BQN,MCO,BQN,1129.0,1004,2,74.36,11.97,60.6,1.494
BOS-LAS,BOS,LAS,2381.0,1609,2,75.51,5.55,50.7,1.243
LAS-BOS,LAS,BOS,2381.0,1610,2,75.43,9.37,64.0,1.366
JFK-ORD,JFK,ORD,740.0,2074,5,72.39,14.79,83.0,5.593
IAH-BOS,IAH,BOS,1597.0,2019,2,71.58,14.97,72.0,1.486
BNA-JFK,BNA,JFK,765.0,1439,2,77.66,6.23,47.0,4.1
BOS-RIC,BOS,RIC,473.0,1694,2,76.87,4.52,57.0,3.188
JFK-PVD,JFK,PVD,144.0,365,1,67.33,10.99,62.8,3.562
