route,origin,dest,distance_mi,scheduled_flights,route_segment
MCI-MKE,MCI,MKE,436.0,349,"Thin route - reliable, short delay tail"
MCI-MSP,MCI,MSP,393.0,1053,"Thin route - reliable, short delay tail"
MCI-MSY,MCI,MSY,690.0,364,"Thin route - reliable, short delay tail"
MCI-MYR,MCI,MYR,959.0,17,
MCI-OAK,MCI,OAK,1489.0,159,
MCI-ORD,MCI,ORD,403.0,4197,"Trunk route - multi-carrier, unreliable"
MCI-ORF,MCI,ORF,1021.0,7,
MCI-PDX,MCI,PDX,1482.0,347,"Thin route - long-haul, rarely cancels"
MCI-PGD,MCI,PGD,1125.0,99,
MCI-PHL,MCI,PHL,1038.0,906,"Thin route - reliable, short delay tail"
MCI-PHX,MCI,PHX,1044.0,2474,"Trunk route - multi-carrier, unreliable"
MCI-PIE,MCI,PIE,1045.0,108,
MCI-PNS,MCI,PNS,743.0,190,
MCI-RDU,MCI,RDU,904.0,46,
MCI-RSW,MCI,RSW,1155.0,219,
MCI-SAN,MCI,SAN,1334.0,385,"Thin route - long-haul, rarely cancels"
MCI-SAT,MCI,SAT,706.0,270,
MCI-SAV,MCI,SAV,905.0,7,
MCI-SDF,MCI,SDF,491.0,2,
MCI-SEA,MCI,SEA,1490.0,1131,"Thin route - long-haul, rarely cancels"
MCI-SFO,MCI,SFO,1499.0,365,"Thin route - long delay tail, high average delay"
MCI-SLC,MCI,SLC,920.0,1009,"Thin route - reliable, short delay tail"
MCI-SMF,MCI,SMF,1442.0,207,
MCI-SRQ,MCI,SRQ,1078.0,21,
MCI-STL,MCI,STL,237.0,1020,"Thin route - reliable, short delay tail"
MCI-TPA,MCI,TPA,1048.0,672,"Thin route - reliable, short delay tail"
MCI-VPS,MCI,VPS,764.0,87,
MCO-ABE,MCO,ABE,906.0,108,
MCO-ABQ,MCO,ABQ,1553.0,34,
MCO-ACY,MCO,ACY,852.0,520,"Thin route - long delay tail, high average delay"
MCO-ALB,MCO,ALB,1073.0,1042,"Thin route - long delay tail, high average delay"
MCO-ATL,MCO,ATL,404.0,8202,"Trunk route - multi-carrier, unreliable"
MCO-ATW,MCO,ATW,1162.0,57,
MCO-AUS,MCO,AUS,994.0,2833,"Trunk route - multi-carrier, unreliable"
MCO-AVL,MCO,AVL,488.0,119,
MCO-BDL,MCO,BDL,1050.0,1893,"Trunk route - multi-carrier, unreliable"
MCO-BHM,MCO,BHM,479.0,849,"Thin route - long delay tail, high average delay"
MCO-BNA,MCO,BNA,616.0,3506,"Trunk route - multi-carrier, unreliable"
MCO-BOS,MCO,BOS,1121.0,4625,"Trunk route - multi-carrier, unreliable"
MCO-BQN,MCO,BQN,1129.0,1004,"Thin route - long delay tail, high average delay"
MCO-BTV,MCO,BTV,1194.0,13,
MCO-BUF,MCO,BUF,1011.0,1790,"Thin route - long delay tail, high average delay"
MCO-BWI,MCO,BWI,787.0,4695,"Trunk route - multi-carrier, unreliable"
MCO-CAE,MCO,CAE,380.0,20,
MCO-CHA,MCO,CHA,510.0,30,
MCO-CLE,MCO,CLE,895.0,2112,"Trunk route - multi-carrier, unreliable"
MCO-CLT,MCO,CLT,468.0,4739,"Trunk route - multi-carrier, unreliable"
MCO-CMH,MCO,CMH,802.0,2150,"Trunk route - multi-carrier, unreliable"
MCO-CVG,MCO,CVG,757.0,1793,"Trunk route - multi-carrier, unreliable"
MCO-DAL,MCO,DAL,973.0,2633,"Trunk route - multi-carrier, unreliable"
MCO-DCA,MCO,DCA,759.0,4579,"Trunk route - multi-carrier, unreliable"
MCO-DEN,MCO,DEN,1547.0,4539,"Trunk route - multi-carrier, unreliable"
MCO-DFW,MCO,DFW,985.0,4903,"Trunk route - multi-carrier, unreliable"
MCO-DSM,MCO,DSM,1141.0,20,
MCO-DTW,MCO,DTW,957.0,3638,"Trunk route - multi-carrier, unreliable"
MCO-ELP,MCO,ELP,1516.0,34,
MCO-EWR,MCO,EWR,937.0,6532,"Trunk route - multi-carrier, unreliable"
MCO-FLL,MCO,FLL,177.0,1452,"Trunk route - multi-carrier, unreliable"
MCO-GRR,MCO,GRR,1024.0,396,"Thin route - reliable, short delay tail"
MCO-HOU,MCO,HOU,849.0,2041,"Thin route - reliable, short delay tail"
MCO-HPN,MCO,HPN,972.0,1185,"Thin route - long delay tail, high average delay"
MCO-IAD,MCO,IAD,758.0,2178,"Thin route - reliable, short delay tail"
MCO-IAH,MCO,IAH,854.0,3627,"Trunk route - multi-carrier, unreliable"
MCO-ICT,MCO,ICT,1129.0,8,
MCO-IND,MCO,IND,829.0,2429,"Trunk route - multi-carrier, unreliable"
MCO-ISP,MCO,ISP,971.0,1423,"Trunk route - multi-carrier, unreliable"
MCO-JAN,MCO,JAN,588.0,11,
MCO-JFK,MCO,JFK,944.0,4856,"Trunk route - multi-carrier, unreliable"
MCO-LAS,MCO,LAS,2039.0,1927,"Thin route - long-haul, rarely cancels"
MCO-LAX,MCO,LAX,2218.0,3556,"Trunk route - multi-carrier, unreliable"
MCO-LBE,MCO,LBE,823.0,198,
MCO-LGA,MCO,LGA,950.0,5216,"Trunk route - multi-carrier, unreliable"
MCO-LGB,MCO,LGB,2203.0,1,
MCO-LIT,MCO,LIT,776.0,11,
MCO-MCI,MCO,MCI,1072.0,1558,"Trunk route - multi-carrier, unreliable"
MCO-MDT,MCO,MDT,851.0,99,
MCO-MDW,MCO,MDW,990.0,2760,"Trunk route - multi-carrier, unreliable"
MCO-MEM,MCO,MEM,684.0,738,"Thin route - long delay tail, high average delay"
MCO-MHT,MCO,MHT,1142.0,837,"Thin route - reliable, short delay tail"
MCO-MIA,MCO,MIA,192.0,3765,"Trunk route - multi-carrier, unreliable"
MCO-MKE,MCO,MKE,1066.0,1420,"Trunk route - multi-carrier, unreliable"
MCO-MSN,MCO,MSN,1109.0,18,
MCO-MSP,MCO,MSP,1310.0,1943,"Trunk route - multi-carrier, unreliable"
MCO-MSY,MCO,MSY,551.0,2272,"Trunk route - multi-carrier, unreliable"
MCO-MYR,MCO,MYR,388.0,192,
MCO-OKC,MCO,OKC,1069.0,327,"Thin route - long delay tail, high average delay"
MCO-OMA,MCO,OMA,1211.0,378,"Thin route - long-haul, rarely cancels"
MCO-ORD,MCO,ORD,1005.0,6276,"Trunk route - multi-carrier, unreliable"
MCO-ORF,MCO,ORF,655.0,801,"Thin route - long delay tail, high average delay"
MCO-ORH,MCO,ORH,1091.0,362,"Thin route - reliable, short delay tail"
MCO-PBI,MCO,PBI,141.0,607,"Thin route - long delay tail, high average delay"
MCO-PDX,MCO,PDX,2535.0,390,"Thin route - long-haul, rarely cancels"
MCO-PHL,MCO,PHL,862.0,5330,"Trunk route - multi-carrier, unreliable"
MCO-PHX,MCO,PHX,1849.0,1852,"Thin route - long-haul, rarely cancels"
MCO-PIT,MCO,PIT,834.0,2219,"Trunk route - multi-carrier, unreliable"
MCO-PNS,MCO,PNS,381.0,281,
MCO-PSE,MCO,PSE,1178.0,617,"Thin route - reliable, short delay tail"
MCO-PVD,MCO,PVD,1072.0,1590,"Thin route - long delay tail, high average delay"
MCO-PWM,MCO,PWM,1214.0,93,
MCO-RDU,MCO,RDU,534.0,2704,"Trunk route - multi-carrier, unreliable"
MCO-RIC,MCO,RIC,667.0,1187,"Thin route - long delay tail, high average delay"
MCO-ROC,MCO,ROC,1033.0,503,"Thin route - long delay tail, high average delay"
MCO-RSW,MCO,RSW,133.0,608,"Thin route - long delay tail, high average delay"
MCO-SAN,MCO,SAN,2149.0,1093,"Thin route - long-haul, rarely cancels"
MCO-SAT,MCO,SAT,1041.0,1086,"Trunk route - multi-carrier, unreliable"
MCO-SDF,MCO,SDF,719.0,856,"Trunk route - multi-carrier, unreliable"
MCO-SEA,MCO,SEA,2554.0,1822,"Thin route - long-haul, rarely cancels"
MCO-SFO,MCO,SFO,2446.0,1409,"Thin route - long-haul, rarely cancels"
MCO-SJU,MCO,SJU,1188.0,6076,"Trunk route - multi-carrier, unreliable"
MCO-SLC,MCO,SLC,1931.0,1506,"Thin route - long-haul, rarely cancels"
MCO-SMF,MCO,SMF,2408.0,323,"Thin route - long-haul, rarely cancels"
MCO-SRQ,MCO,SRQ,104.0,607,"Thin route - long delay tail, high average delay"
MCO-STL,MCO,STL,882.0,2497,"Trunk route - multi-carrier, unreliable"
MCO-STT,MCO,STT,1246.0,392,"Thin route - long-haul, rarely cancels"
MCO-SYR,MCO,SYR,1053.0,701,"Thin route - reliable, short delay tail"
MCO-TTN,MCO,TTN,896.0,540,"Thin route - long delay tail, high average delay"
MCO-TUL,MCO,TUL,1006.0,175,
MCO-TYS,MCO,TYS,532.0,264,
MCW-ORD,MCW,ORD,288.0,627,"Thin route - long delay tail, high average delay"
MDT-ATL,MDT,ATL,620.0,1002,"Thin route - reliable, short delay tail"
MDT-BNA,MDT,BNA,608.0,73,
MDT-BOS,MDT,BOS,335.0,115,
MDT-CLT,MDT,CLT,413.0,744,"Thin route - reliable, short delay tail"
MDT-DFW,MDT,DFW,1231.0,365,"Thin route - reliable, short delay tail"
MDT-DTW,MDT,DTW,371.0,314,"Thin route - long delay tail, high average delay"
MDT-EUG,MDT,EUG,2369.0,1,
MDT-FLL,MDT,FLL,993.0,55,
MDT-JAX,MDT,JAX,724.0,73,
MDT-LAX,MDT,LAX,2320.0,1,
MDT-MCO,MDT,MCO,851.0,99,
MDT-MIA,MDT,MIA,1013.0,13,
MDT-MYR,MDT,MYR,465.0,73,
MDT-ORD,MDT,ORD,594.0,2131,"Trunk route - multi-carrier, unreliable"
MDT-PGD,MDT,PGD,963.0,152,
MDT-PHL,MDT,PHL,84.0,1,
MDT-PIE,MDT,PIE,912.0,165,
MDT-SFB,MDT,SFB,827.0,278,
MDT-SRQ,MDT,SRQ,942.0,112,
MDW-ABQ,MDW,ABQ,1121.0,449,"Thin route - reliable, short delay tail"
MDW-ALB,MDW,ALB,717.0,728,"Thin route - long delay tail, high average delay"
MDW-ATL,MDW,ATL,591.0,3527,"Trunk route - multi-carrier, unreliable"
MDW-AUS,MDW,AUS,972.0,1357,"Thin route - reliable, short delay tail"
MDW-AVL,MDW,AVL,521.0,57,
MDW-BDL,MDW,BDL,776.0,823,"Thin route - reliable, short delay tail"
MDW-BHM,MDW,BHM,570.0,458,"Thin route - reliable, short delay tail"
MDW-BNA,MDW,BNA,395.0,1869,"Thin route - reliable, short delay tail"
MDW-BOI,MDW,BOI,1448.0,87,
MDW-BOS,MDW,BOS,861.0,1360,"Thin route - long delay tail, high average delay"
MDW-BUF,MDW,BUF,468.0,824,"Thin route - reliable, short delay tail"
MDW-BUR,MDW,BUR,1740.0,322,"Thin route - long-haul, rarely cancels"
MDW-BWI,MDW,BWI,611.0,1857,"Thin route - reliable, short delay tail"
MDW-BZN,MDW,BZN,1198.0,120,
MDW-CHS,MDW,CHS,745.0,367,"Thin route - reliable, short delay tail"
MDW-CLE,MDW,CLE,307.0,1109,"Thin route - reliable, short delay tail"
MDW-CLT,MDW,CLT,584.0,719,"Thin route - reliable, short delay tail"
MDW-CMH,MDW,CMH,283.0,1235,"Thin route - reliable, short delay tail"
MDW-COS,MDW,COS,917.0,189,
MDW-CVG,MDW,CVG,249.0,538,"Thin route - reliable, short delay tail"
MDW-DAL,MDW,DAL,793.0,2185,"Thin route - reliable, short delay tail"
MDW-DCA,MDW,DCA,601.0,2100,"Thin route - long delay tail, high average delay"
MDW-DEN,MDW,DEN,895.0,2271,"Trunk route - multi-carrier, unreliable"
MDW-DFW,MDW,DFW,797.0,291,
MDW-DSM,MDW,DSM,306.0,290,
MDW-DTW,MDW,DTW,228.0,1254,"Thin route - reliable, short delay tail"
MDW-ECP,MDW,ECP,795.0,168,
MDW-ELP,MDW,ELP,1237.0,211,
MDW-EWR,MDW,EWR,711.0,71,
MDW-FLL,MDW,FLL,1167.0,1123,"Thin route - reliable, short delay tail"
MDW-GEG,MDW,GEG,1511.0,86,
MDW-GRR,MDW,GRR,137.0,931,"Thin route - reliable, short delay tail"
MDW-HOU,MDW,HOU,937.0,1857,"Thin route - reliable, short delay tail"
MDW-IAH,MDW,IAH,917.0,113,
MDW-ICT,MDW,ICT,589.0,290,
MDW-IND,MDW,IND,162.0,732,"Thin route - reliable, short delay tail"
MDW-JAX,MDW,JAX,848.0,416,"Thin route - reliable, short delay tail"
MDW-LAS,MDW,LAS,1521.0,2273,"Thin route - long-haul, rarely cancels"
MDW-LAX,MDW,LAX,1751.0,1298,"Thin route - long-haul, rarely cancels"
MDW-LGA,MDW,LGA,725.0,2385,"Thin route - long delay tail, high average delay"
MDW-LGB,MDW,LGB,1741.0,284,
MDW-MCI,MDW,MCI,404.0,2102,"Thin route - reliable, short delay tail"
MDW-MCO,MDW,MCO,990.0,2756,"Trunk route - multi-carrier, unreliable"
MDW-MEM,MDW,MEM,480.0,670,"Thin route - reliable, short delay tail"
MDW-MHT,MDW,MHT,838.0,522,"Thin route - reliable, short delay tail"
MDW-MIA,MDW,MIA,1182.0,503,"Thin route - long-haul, rarely cancels"
MDW-MKE,MDW,MKE,80.0,298,
MDW-MSP,MDW,MSP,349.0,2368,"Trunk route - multi-carrier, unreliable"
MDW-MSY,MDW,MSY,825.0,1013,"Thin route - reliable, short delay tail"
MDW-MYR,MDW,MYR,738.0,333,"Thin route - reliable, short delay tail"
MDW-OAK,MDW,OAK,1844.0,505,"Thin route - long delay tail, high average delay"
MDW-OKC,MDW,OKC,691.0,559,"Thin route - reliable, short delay tail"
MDW-OMA,MDW,OMA,423.0,1326,"Thin route - reliable, short delay tail"
MDW-ONT,MDW,ONT,1706.0,360,"Thin route - long-haul, rarely cancels"
MDW-ORF,MDW,ORF,704.0,578,"Thin route - reliable, short delay tail"
MDW-PDX,MDW,PDX,1751.0,683,"Thin route - long delay tail, high average delay"
MDW-PGD,MDW,PGD,1076.0,99,
MDW-PHL,MDW,PHL,668.0,1522,"Thin route - reliable, short delay tail"
MDW-PHX,MDW,PHX,1444.0,2738,"Trunk route - multi-carrier, unreliable"
MDW-PIT,MDW,PIT,402.0,1116,"Thin route - reliable, short delay tail"
MDW-PNS,MDW,PNS,781.0,124,
MDW-PSP,MDW,PSP,1657.0,27,
MDW-PVD,MDW,PVD,842.0,779,"Thin route - reliable, short delay tail"
MDW-PVU,MDW,PVU,1254.0,24,
MDW-PWM,MDW,PWM,895.0,151,
MDW-RDU,MDW,RDU,632.0,960,"Thin route - reliable, short delay tail"
MDW-RIC,MDW,RIC,629.0,413,"Thin route - reliable, short delay tail"
MDW-RNO,MDW,RNO,1680.0,102,
MDW-ROC,MDW,ROC,523.0,496,"Thin route - long delay tail, high average delay"
MDW-RSW,MDW,RSW,1105.0,1162,"Thin route - reliable, short delay tail"
MDW-SAN,MDW,SAN,1728.0,1092,"Thin route - long-haul, rarely cancels"
MDW-SAT,MDW,SAT,1036.0,661,"Thin route - reliable, short delay tail"
MDW-SAV,MDW,SAV,758.0,389,"Thin route - reliable, short delay tail"
MDW-SDF,MDW,SDF,271.0,978,"Thin route - reliable, short delay tail"
MDW-SEA,MDW,SEA,1733.0,678,"Thin route - long delay tail, high average delay"
MDW-SFO,MDW,SFO,1855.0,485,"Thin route - long delay tail, high average delay"
MDW-SJC,MDW,SJC,1838.0,519,"Thin route - long-haul, rarely cancels"
MDW-SJU,MDW,SJU,2057.0,53,
MDW-SLC,MDW,SLC,1259.0,619,"Thin route - long delay tail, high average delay"
MDW-SMF,MDW,SMF,1790.0,675,"Thin route - long delay tail, high average delay"
MDW-SRQ,MDW,SRQ,1035.0,520,"Thin route - reliable, short delay tail"
MDW-STL,MDW,STL,251.0,1708,"Thin route - reliable, short delay tail"
MDW-TPA,MDW,TPA,997.0,1581,"Thin route - reliable, short delay tail"
MDW-TUL,MDW,TUL,583.0,451,"Thin route - reliable, short delay tail"
MDW-TUS,MDW,TUS,1440.0,286,
MDW-TYS,MDW,TYS,459.0,57,
MDW-VPS,MDW,VPS,782.0,79,
MEI-IAH,MEI,IAH,422.0,627,"Thin route - reliable, short delay tail"
MEM-ATL,MEM,ATL,332.0,3422,"Thin route - reliable, short delay tail"
MEM-AUS,MEM,AUS,559.0,365,"Thin route - reliable, short delay tail"
MEM-BNA,MEM,BNA,200.0,515,"Thin route - reliable, short delay tail"
MEM-BOS,MEM,BOS,1139.0,294,
MEM-BWI,MEM,BWI,787.0,279,
MEM-CLT,MEM,CLT,511.0,1742,"Thin route - reliable, short delay tail"
MEM-DAL,MEM,DAL,423.0,457,"Thin route - reliable, short delay tail"
MEM-DCA,MEM,DCA,762.0,1125,"Trunk route - multi-carrier, unreliable"
MEM-DEN,MEM,DEN,872.0,1364,"Trunk route - multi-carrier, unreliable"
MEM-DFW,MEM,DFW,431.0,2353,"Trunk route - multi-carrier, unreliable"
MEM-DTW,MEM,DTW,610.0,1010,"Trunk route - multi-carrier, unreliable"
MEM-EWR,MEM,EWR,946.0,483,"Thin route - reliable, short delay tail"
MEM-FLL,MEM,FLL,851.0,207,
MEM-HOU,MEM,HOU,484.0,831,"Thin route - reliable, short delay tail"
MEM-IAH,MEM,IAH,468.0,1086,"Thin route - reliable, short delay tail"
MEM-JFK,MEM,JFK,964.0,36,
MEM-LAS,MEM,LAS,1416.0,584,"Thin route - long-haul, rarely cancels"
MEM-LAX,MEM,LAX,1619.0,256,
MEM-LGA,MEM,LGA,963.0,1064,"Thin route - long delay tail, high average delay"
MEM-MCO,MEM,MCO,684.0,739,"Thin route - reliable, short delay tail"
MEM-MDW,MEM,MDW,480.0,670,"Thin route - reliable, short delay tail"
MEM-MIA,MEM,MIA,859.0,559,"Thin route - reliable, short delay tail"
MEM-MSP,MEM,MSP,700.0,900,"Thin route - reliable, short delay tail"
MEM-ORD,MEM,ORD,491.0,2509,"Trunk route - multi-carrier, unreliable"
MEM-PHL,MEM,PHL,875.0,758,"Thin route - reliable, short delay tail"
MEM-PHX,MEM,PHX,1264.0,486,"Thin route - long-haul, rarely cancels"
MEM-PIE,MEM,PIE,653.0,96,
MEM-SFB,MEM,SFB,671.0,92,
MEM-SLC,MEM,SLC,1262.0,365,"Thin route - reliable, short delay tail"
MEM-TPA,MEM,TPA,655.0,29,
MEM-TYS,MEM,TYS,342.0,26,
MEM-VPS,MEM,VPS,373.0,21,
MFE-AUS,MFE,AUS,279.0,1032,"Thin route - reliable, short delay tail"
MFE-DFW,MFE,DFW,469.0,2417,"Trunk route - multi-carrier, unreliable"
MFE-IAH,MFE,IAH,316.0,689,"Thin route - reliable, short delay tail"
MFE-LAS,MFE,LAS,1210.0,426,"Thin route - reliable, short delay tail"
MFE-LAX,MFE,LAX,1319.0,5,
MFE-PHX,MFE,PHX,965.0,57,
MFE-SFB,MFE,SFB,1059.0,110,
MFR-DEN,MFR,DEN,964.0,728,"Thin route - reliable, short delay tail"
MFR-LAS,MFR,LAS,600.0,152,
MFR-LAX,MFR,LAX,630.0,138,
MFR-PDX,MFR,PDX,222.0,271,
MFR-PHX,MFR,PHX,855.0,753,"Thin route - reliable, short delay tail"
MFR-SAN,MFR,SAN,734.0,137,
MFR-SEA,MFR,SEA,352.0,1275,"Thin route - reliable, short delay tail"
MFR-SFO,MFR,SFO,329.0,1031,"Thin route - long delay tail, high average delay"
MFR-SLC,MFR,SLC,575.0,729,"Thin route - reliable, short delay tail"
MFR-SNA,MFR,SNA,659.0,94,
MGM-ATL,MGM,ATL,147.0,187,
MGM-DCA,MGM,DCA,693.0,294,
MGM-DFW,MGM,DFW,622.0,1058,"Thin route - long delay tail, high average delay"
MGM-IAH,MGM,IAH,554.0,232,
MGM-STL,MGM,STL,498.0,1,
MGW-IAD,MGW,IAD,140.0,362,"Thin route - long delay tail, high average delay"
MGW-ORD,MGW,ORD,449.0,330,"Thin route - long delay tail, high average delay"
MHK-DFW,MHK,DFW,431.0,1086,"Thin route - reliable, short delay tail"
MHK-ORD,MHK,ORD,501.0,575,"Thin route - long delay tail, high average delay"
MHT-BWI,MHT,BWI,377.0,1746,"Thin route - reliable, short delay tail"
MHT-CLT,MHT,CLT,738.0,918,"Thin route - long delay tail, high average delay"
MHT-DCA,MHT,DCA,406.0,1082,"Thin route - long delay tail, high average delay"
MHT-FLL,MHT,FLL,1262.0,110,
MHT-JFK,MHT,JFK,199.0,34,
MHT-MCO,MHT,MCO,1142.0,837,"Thin route - reliable, short delay tail"
MHT-MDW,MHT,MDW,838.0,523,"Thin route - reliable, short delay tail"
MHT-ORD,MHT,ORD,843.0,602,"Thin route - reliable, short delay tail"
MHT-RSW,MHT,RSW,1271.0,81,
MHT-TPA,MHT,TPA,1204.0,61,
MIA-ACY,MIA,ACY,998.0,27,
MIA-AGS,MIA,AGS,531.0,9,
MIA-ALB,MIA,ALB,1225.0,22,
MIA-ATL,MIA,ATL,594.0,6261,"Trunk route - multi-carrier, unreliable"
MIA-AUS,MIA,AUS,1103.0,2192,"Trunk route - multi-carrier, unreliable"
MIA-AVL,MIA,AVL,677.0,222,
MIA-BDL,MIA,BDL,1194.0,428,"Thin route - long delay tail, high average delay"
MIA-BHM,MIA,BHM,661.0,650,"Thin route - reliable, short delay tail"
MIA-BNA,MIA,BNA,806.0,2536,"Trunk route - multi-carrier, unreliable"
MIA-BOS,MIA,BOS,1258.0,3381,"Trunk route - multi-carrier, unreliable"
MIA-BQN,MIA,BQN,981.0,1,
MIA-BUF,MIA,BUF,1185.0,25,
MIA-BWI,MIA,BWI,946.0,2286,"Trunk route - multi-carrier, unreliable"
MIA-CAE,MIA,CAE,563.0,15,
MIA-CHA,MIA,CHA,701.0,29,
MIA-CHS,MIA,CHS,489.0,1006,"Thin route - long delay tail, high average delay"
MIA-CID,MIA,CID,1286.0,22,
MIA-CLE,MIA,CLE,1080.0,870,"Trunk route - multi-carrier, unreliable"
MIA-CLT,MIA,CLT,650.0,3722,"Trunk route - multi-carrier, unreliable"
MIA-CMH,MIA,CMH,990.0,1152,"Trunk route - multi-carrier, unreliable"
MIA-CVG,MIA,CVG,948.0,983,"Trunk route - multi-carrier, unreliable"
MIA-DAL,MIA,DAL,1109.0,419,"Thin route - long delay tail, high average delay"
MIA-DCA,MIA,DCA,919.0,3956,"Trunk route - multi-carrier, unreliable"
MIA-DEN,MIA,DEN,1709.0,2469,"Trunk route - multi-carrier, unreliable"
MIA-DFW,MIA,DFW,1121.0,4818,"Trunk route - multi-carrier, unreliable"
MIA-DSM,MIA,DSM,1327.0,180,
MIA-DTW,MIA,DTW,1145.0,1774,"Trunk route - multi-carrier, unreliable"
MIA-EGE,MIA,EGE,1810.0,126,
MIA-EUG,MIA,EUG,2704.0,1,
MIA-EWR,MIA,EWR,1085.0,3951,"Trunk route - multi-carrier, unreliable"
MIA-EYW,MIA,EYW,126.0,1250,"Thin route - reliable, short delay tail"
MIA-GNV,MIA,GNV,294.0,384,"Thin route - reliable, short delay tail"
MIA-GRR,MIA,GRR,1214.0,225,
MIA-GSO,MIA,GSO,710.0,519,"Thin route - reliable, short delay tail"
MIA-GSP,MIA,GSP,637.0,727,"Thin route - reliable, short delay tail"
MIA-HOU,MIA,HOU,955.0,290,
MIA-HPN,MIA,HPN,1118.0,189,
MIA-HSV,MIA,HSV,722.0,31,
MIA-IAD,MIA,IAD,922.0,625,"Thin route - reliable, short delay tail"
MIA-IAH,MIA,IAH,964.0,3713,"Trunk route - multi-carrier, unreliable"
MIA-ICT,MIA,ICT,1295.0,33,
MIA-ILM,MIA,ILM,601.0,456,"Thin route - reliable, short delay tail"
MIA-IND,MIA,IND,1020.0,934,"Trunk route - multi-carrier, unreliable"
MIA-ISP,MIA,ISP,1113.0,4,
MIA-JAN,MIA,JAN,742.0,20,
MIA-JAX,MIA,JAX,335.0,1494,"Trunk route - multi-carrier, unreliable"
MIA-JFK,MIA,JFK,1089.0,4530,"Trunk route - multi-carrier, unreliable"
MIA-LAS,MIA,LAS,2174.0,1419,"Thin route - long-haul, rarely cancels"
MIA-LAX,MIA,LAX,2342.0,3250,"Thin route - long-haul, rarely cancels"
MIA-LBB,MIA,LBB,1399.0,6,
MIA-LEX,MIA,LEX,880.0,16,
MIA-LGA,MIA,LGA,1096.0,5990,"Trunk route - multi-carrier, unreliable"
MIA-LIT,MIA,LIT,941.0,52,
MIA-MCI,MIA,MCI,1251.0,844,"Trunk route - multi-carrier, unreliable"
MIA-MCO,MIA,MCO,192.0,3765,"Trunk route - multi-carrier, unreliable"
MIA-MDT,MIA,MDT,1013.0,13,
MIA-MDW,MIA,MDW,1182.0,503,"Thin route - long delay tail, high average delay"
MIA-MEM,MIA,MEM,859.0,559,"Thin route - long delay tail, high average delay"
MIA-MKE,MIA,MKE,1258.0,132,
MIA-MSN,MIA,MSN,1300.0,22,
MIA-MSP,MIA,MSP,1501.0,1128,"Thin route - long delay tail, high average delay"
MIA-MSY,MIA,MSY,674.0,1525,"Trunk route - multi-carrier, unreliable"
MIA-MYR,MIA,MYR,549.0,1,
MIA-OKC,MIA,OKC,1222.0,212,
MIA-OMA,MIA,OMA,1393.0,176,
MIA-ORD,MIA,ORD,1197.0,4450,"Trunk route - multi-carrier, unreliable"
MIA-ORF,MIA,ORF,802.0,638,"Trunk route - multi-carrier, unreliable"
MIA-PDX,MIA,PDX,2700.0,341,"Thin route - long-haul, rarely cancels"
MIA-PHL,MIA,PHL,1013.0,3249,"Trunk route - multi-carrier, unreliable"
MIA-PHX,MIA,PHX,1972.0,1834,"Thin route - long-haul, rarely cancels"
MIA-PIT,MIA,PIT,1013.0,711,"Trunk route - multi-carrier, unreliable"
MIA-PNS,MIA,PNS,530.0,1210,"Thin route - reliable, short delay tail"
MIA-RDU,MIA,RDU,700.0,2356,"Trunk route - multi-carrier, unreliable"
MIA-RIC,MIA,RIC,826.0,586,"Thin route - long delay tail, high average delay"
MIA-ROC,MIA,ROC,1203.0,22,
MIA-SAN,MIA,SAN,2267.0,649,"Thin route - long-haul, rarely cancels"
MIA-SAT,MIA,SAT,1143.0,483,"Thin route - long delay tail, high average delay"
MIA-SAV,MIA,SAV,440.0,789,"Thin route - reliable, short delay tail"
MIA-SDF,MIA,SDF,910.0,430,"Thin route - long delay tail, high average delay"
MIA-SEA,MIA,SEA,2724.0,1212,"Thin route - long-haul, rarely cancels"
MIA-SFO,MIA,SFO,2585.0,1746,"Thin route - long-haul, rarely cancels"
MIA-SGF,MIA,SGF,1102.0,33,
MIA-SJC,MIA,SJC,2559.0,3,
MIA-SJU,MIA,SJU,1045.0,2638,"Trunk route - multi-carrier, unreliable"
MIA-SLC,MIA,SLC,2088.0,796,"Thin route - long-haul, rarely cancels"
MIA-SMF,MIA,SMF,2552.0,25,
MIA-SRQ,MIA,SRQ,178.0,333,"Thin route - reliable, short delay tail"
MIA-STL,MIA,STL,1068.0,1167,"Trunk route - multi-carrier, unreliable"
MIA-STT,MIA,STT,1107.0,941,"Thin route - reliable, short delay tail"
MIA-STX,MIA,STX,1139.0,681,"Thin route - reliable, short delay tail"
MIA-SYR,MIA,SYR,1217.0,39,
MIA-TLH,MIA,TLH,402.0,1191,"Thin route - reliable, short delay tail"
MIA-TPA,MIA,TPA,204.0,2937,"Trunk route - multi-carrier, unreliable"
MIA-TUL,MIA,TUL,1168.0,120,
MIA-TYS,MIA,TYS,724.0,487,"Thin route - reliable, short delay tail"
MIA-VPS,MIA,VPS,499.0,226,
MIA-XNA,MIA,XNA,1099.0,293,
MKE-ATL,MKE,ATL,669.0,2264,"Thin route - reliable, short delay tail"
MKE-ATW,MKE,ATW,96.0,1,
MKE-AUS,MKE,AUS,1032.0,278,
MKE-BHM,MKE,BHM,650.0,2,
MKE-BNA,MKE,BNA,475.0,971,"Thin route - reliable, short delay tail"
MKE-BOS,MKE,BOS,860.0,740,"Thin route - long delay tail, high average delay"
MKE-BWI,MKE,BWI,641.0,826,"Thin route - reliable, short delay tail"
MKE-CLE,MKE,CLE,328.0,1,
